207,Sheraton Miyako Hotel Tokyo,"Putting you within a 10-minute drive of Tokyo Tower and Tokyo Imperial Palace, Sheraton Miyako Hotel Tokyo offers an airport shuttle (available on request) for JPY 3200 per person. Guests can be pampered with massages at the spa, and Cafe California, one of 5 restaurants, serves breakfast, lunch, and dinner. Other highlights at this upscale hotel include 2 bars/lounges, an indoor pool, and a health club. Public transportation is just a short walk: Shirokane-takanawa Station is 6 minutes and Shirokanedai Station is 7 minutes.   ",8.6/10 Fabulous,"1-1-50 Shirokanedai, Minato-ku, Tokyo, Tokyo-to, 108-8640",https://images.trvl-media.com/lodging/1000000/10000/300/207/285b74cf.jpg?impolicy=resizecrop&rw=500&ra=fit
539,Grand Prince Hotel Shin Takanawa,"Grand Prince Hotel Shin Takanawa puts you just a 5-minute drive from Tokyo Tower and Tokyo Bay. Guests can be pampered with massages at the spa, and Koki-Den, one of 2 restaurants, serves Chinese cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a bar/lounge, a fitness center, and a seasonal outdoor pool. Fellow travelers say good things about the helpful staff and location. Public transportation is close by: Takanawadai Station is just 5 minutes by foot.   ",8.6/10 Fabulous,"3-13-1 Takanawa Minato, Tokyo, Tokyo, 108-8612",https://images.trvl-media.com/lodging/1000000/10000/600/539/1c5fe61b.jpg?impolicy=resizecrop&rw=500&ra=fit
919,Kyoto Brighton Hotel,"Kyoto Brighton Hotel puts you just a 5-minute drive from Nij\xc5\x8d Castle and Nishiki Market. For a bite to eat, guests can check out Terrace restaurant FEERIE, one of 4 restaurants, which serves breakfast. This luxurious hotel is also just a 5-minute drive from Kawaramachi Street and Kyoto University. Fellow travelers love the helpful staff and spacious guestrooms. Public transportation is just a short walk: Imadegawa Station is 11 minutes and Marutamachi Station is 13 minutes.   ",9.4/10 Exceptional,"Nakadachiuri, Shinmachi-dori, Kamigyo-ku, Kyoto, Kyoto, 602-8071",https://images.trvl-media.com/lodging/1000000/10000/1000/919/9cf3d406.jpg?impolicy=resizecrop&rw=500&ra=fit
4174,Hotel New Otani Hakata,"Just 3.1 mi (5 km) from the airport, Hotel New Otani Hakata puts you just a 5-minute drive from Canal City Hakata and Port of Hakata. Guests looking for a bite to eat can check out Sembazuru, which serves Japanese cuisine and is open for lunch and dinner. This upscale hotel is also within a short drive of Marine Messe Fukuoka and PayPay Dome. Fellow travelers like that its only a short walk to public transportation: Watanabe-dori Station is steps away and Tenjin-minami Station is 8 minutes.",9.0/10 Superb,"1-1-2 Watanabe-dori, Chuo-ku, Fukuoka, Fukuoka-ken, 8100004",https://images.trvl-media.com/lodging/1000000/10000/4200/4174/2cb0d376.jpg?impolicy=resizecrop&rw=500&ra=fit
4935,"The Bellevue Hotel, in The Unbound Collection by Hyatt","When you stay at The Bellevue Hotel, in The Unbound Collection by Hyatt, youll be within a 15-minute walk of Rittenhouse Square and Pennsylvania Convention Center. Guests can visit the 24-hour fitness center for a workout or grab a bite to eat at XIX (NINETEEN) Restaurant, which serves breakfast, lunch, and dinner. Other highlights at this luxurious hotel include a bar/lounge and a terrace. Fellow travelers say good things about the helpful staff and location. The property is just a short walk to public transportation: Walnut Locust Station is steps away and 15th-16th & Locust Station is 4 minutes.   ",8.4/10 Very Good,"200 South Broad Street, Philadelphia, PA, 19102",https://images.trvl-media.com/lodging/1000000/10000/5000/4935/016b97b6.jpg?impolicy=resizecrop&rw=500&ra=fit
6621,Hotel Okura Kyoto,"Hotel Okura Kyoto offers a great location, putting you within a 15-minute walk of Nishiki Market and Kawaramachi Street. For a bite to eat, guests can check out Irifune, one of 5 restaurants, which serves Japanese cuisine and is open for breakfast, lunch, and dinner. This luxurious hotel is also just a 5-minute drive from Kiyomizu Temple and Nij\xc5\x8d Castle. Fellow travelers like that its only a short walk to public transportation: Shiyakusho-mae Station is steps away and Sanjo Keihan Station is 8 minutes. ",9.2/10 Superb,"537-4 Ichinofunairichō, Kawaramachi-dori, Nakagyo-ku, Kyoto, Kyoto, 604-0924",https://images.trvl-media.com/lodging/1000000/10000/6700/6621/b0cf128d.jpg?impolicy=resizecrop&rw=500&ra=fit
6980,Kyoto Tokyu Hotel,"At Kyoto Tokyu Hotel, youll be just a 5-minute drive from Kiyomizu Temple and Nishiki Market. Guests can visit the fitness center for a workout or grab a bite to eat at KAZAHANA, one of 3 restaurants, which serves international cuisine and is open for breakfast, lunch, and dinner. This upscale hotel also features a bar/lounge, a terrace, and a garden. Fellow travelers say great things about the helpful staff and breakfast. Public transportation is just a short walk: Gojo Station is 9 minutes and Tanbaguchi Station is 14 minutes.   ",9.0/10 Superb,"Gojo-sagaru, Horikawa-dori, Shimogyo-ku, Kyoto, Kyoto, 600-8519",https://images.trvl-media.com/lodging/1000000/10000/7000/6980/57bbe3be.jpg?impolicy=resizecrop&rw=500&ra=fit
7063,Kobe Portopia Hotel,"Located 2.6 mi (4.2 km) from the airport, Kobe Portopia Hotel puts you 0.8 mi (1.3 km) from Port of Kobe and 3.1 mi (4.9 km) from Kobe Harborland. Guests can visit the spa to be pampered with hot stone massages, aromatherapy, or Ayurvedic treatments, and Tajima, one of 9 restaurants, serves Japanese cuisine and is open for lunch and dinner. Other highlights at this luxurious hotel include 2 bars/lounges, an indoor pool, and a health club. Fellow travelers like that its only a short walk to public transportation: Shiminhiroba Station is steps away and Minatojima Station is 7 minutes. ",9.0/10 Superb,"10-1  6-chome, Minatojima Nakamachi Chuo-ku, Kobe, Hyogo-ken, 650-0046",https://images.trvl-media.com/lodging/1000000/10000/7100/7063/4e50b2c1.jpg?impolicy=resizecrop&rw=500&ra=fit
7206,Rose Hotel Yokohama,"Rose Hotel Yokohama puts you within a 15-minute drive of Tokyo Bay and Yokohama Arena. You can relax with a drink at the bar/lounge, and the 3 restaurants are nice spots to grab a bite to eat. Also, this hotel is 0.5 mi (0.8 km) from Yokohama Stadium and 1.4 mi (2.2 km) from Pacifico Yokohama. Fellow travelers love the helpful staff. The property is just a short walk to public transportation: Motomachi-Chukagai station is 5 minutes and Nihon-odori Station is 8 minutes.   ",8.4/10 Very Good,"77 Yamashita-cho, Naka-ku, Yokohama, Kanagawa-ken, 231-0023",https://images.trvl-media.com/lodging/1000000/10000/7300/7206/9cd7f5b8.jpg?impolicy=resizecrop&rw=500&ra=fit
8375,Naha Tokyu REI Hotel,"Located 3.1 mi (4.9 km) from the airport, Naha Tokyu REI Hotel puts you 0.2 mi (0.4 km) from Kokusai Dori and 1.4 mi (2.2 km) from Tomari Port. Youll have free perks like WiFi and wired Internet. Also, this hotel is 3.7 mi (6 km) from Shurijo Castle. Fellow travelers like that its just a short walk to public transportation: Asahibashi Station is 5 minutes away and Tsubogawa Station is 6 minutes. ",8.6/10 Fabulous,"116-37 Asahimachi, Naha, Okinawa-ken, 900-0029",https://images.trvl-media.com/lodging/1000000/10000/8400/8375/cecc6990.jpg?impolicy=resizecrop&rw=500&ra=fit
8919,Huis Ten Bosch Hotel Europe,"Huis Ten Bosch Hotel Europe offers a great location, putting you within a 15-minute walk of Huis Ten Bosch. For a bite to eat, guests can check out De Admiraal, one of 3 restaurants, which serves French cuisine and is open for breakfast, lunch, and dinner. Other highlights at this upscale hotel include 2 bars/lounges, a terrace, and a garden. Fellow travelers love the overall property condition.   ",8.8/10 Fabulous,"Huis Ten Bosch 7-7, Sasebo, Nagasaki-ken, 859-3293",https://images.trvl-media.com/lodging/1000000/10000/9000/8919/0bf22d5f.jpg?impolicy=resizecrop&rw=500&ra=fit
10524,"ANA Crowne Plaza Fukuoka, an IHG Hotel","Just 2 mi (3.1 km) from the airport, ANA Crowne Plaza Fukuoka, an IHG Hotel puts you just a 5-minute drive from Canal City Hakata and Port of Hakata. The restaurant is the perfect spot for a bite to eat, and after visiting the fitness center for a workout, you can unwind with a drink at the bar/lounge. This upscale hotel is also within a short drive of Marine Messe Fukuoka and PayPay Dome. Public transportation is just a short walk: Kushida Shrine Station is 12 minutes and Gion Station is 12 minutes.   ",8.2/10 Very Good,"3-3-3 Hakata-Ekimae, Hakata-Ku, Fukuoka, Fukuoka-ken, 812-0011",https://images.trvl-media.com/lodging/1000000/20000/10600/10524/49c400e4.jpg?impolicy=resizecrop&rw=500&ra=fit
10580,"ANA Crowne Plaza Hiroshima, an IHG Hotel","ANA Crowne Plaza Hiroshima, an IHG Hotel puts you 0.5 mi (0.9 km) from Atomic Bomb Dome. The bar is a great place to grab a drink, and guests looking for a bite to eat can check out ATAGO, one of 3 restaurants, which serves lunch and dinner. Fellow travelers love the location. Public transportation is just a short walk: Fukuro-machi Station is 3 minutes and Chuden-mae Station is 3 minutes.   ",8.4/10 Very Good,"7-20 Naka-machi Naka-ku, Hiroshima, Hiroshima-ken, 730-0000",https://images.trvl-media.com/lodging/1000000/20000/10600/10580/f667cb4e.jpg?impolicy=resizecrop&rw=500&ra=fit
10603,"ANA InterContinental Ishigaki Resort, an IHG Hotel","At ANA InterContinental Ishigaki Resort, an IHG Hotel, you can spend time at the beach enjoying cabanas, beach umbrellas, and sun loungers, plus youll be 2.5 mi (4.1 km) from Ishigaki Port. The outdoor pool and indoor pool provide fun for everyone, while guests in the mood for pampering can visit the spa to indulge in massages, facials, and aromatherapy. The lobby lounge is a great place to grab a drink, and SUNCOAST CAFE serves French cuisine and is open for breakfast, lunch, and dinner. A poolside bar, a 24-hour fitness center, and a childrens pool are other highlights at this luxurious hotel. ",9.0/10 Superb,"354-1 Maesato, Ishigaki, Okinawa-ken, 907-0002",https://images.trvl-media.com/lodging/1000000/20000/10700/10603/7cf7d437.jpg?impolicy=resizecrop&rw=500&ra=fit
10642,"ANA Crowne Plaza Kanazawa, an IHG Hotel","ANA Crowne Plaza Kanazawa, an IHG Hotel puts you 0.7 mi (1.2 km) from Omicho Market. For a bite to eat, guests can check out Cascade Dining & Cascade, one of 4 restaurants, which serves breakfast, lunch, and dinner. Fellow travelers say good things about the helpful staff and breakfast.   ",8.6/10 Fabulous,"16-3 Showa Machi, Kanazawa, Ishikawa-ken, 920-8518",https://images.trvl-media.com/lodging/1000000/20000/10700/10642/078d78d1.jpg?impolicy=resizecrop&rw=500&ra=fit
10857,Shinjuku Prince Hotel,"Shinjuku Prince Hotel puts you just a 5-minute drive from Shinjuku Gyoen National Garden and Meiji Jingu Shrine. Guests looking for a bite to eat can check out the coffee shop/cafe, and the bar/lounge is the perfect spot to grab a drink at the end of the day. Also, Tokyo Imperial Palace and Tokyo Dome are within a short drive. Fellow travelers like that its just a short walk to public transportation: Shinjuku-nishiguchi Station is 4 minutes away and Nishi-shinjuku Station is 10 minutes. ",8.2/10 Very Good,"1-30-1 Kabuki-cho, Tokyo, Tokyo-to, 160-8487",https://images.trvl-media.com/lodging/1000000/20000/10900/10857/cabf005c.jpg?impolicy=resizecrop&rw=500&ra=fit
11363,"Independence Park Hotel, BW Premier Collection","When you stay at Independence Park Hotel, BW Premier Collection, youll be just a 5-minute drive from Pennsylvania Convention Center and Rittenhouse Square. Guests can visit the health club for a workout, and free perks include WiFi, wired Internet, and buffet breakfast daily between 7 AM and 10 AM. This Victorian hotel is also within a short drive of Philadelphia Museum of Art and Temple University. The comfortable beds and helpful staff get great marks from fellow travelers. Public transportation is just a short walk: 2nd St. Station is 3 minutes and 5th St. Station is 6 minutes.   ",9.0/10 Superb,"235 Chestnut St, Philadelphia, PA, 19106",https://images.trvl-media.com/lodging/1000000/20000/11400/11363/64c80152.jpg?impolicy=resizecrop&rw=500&ra=fit
